Date,Time,Location,City,Province,No of Strike,Al-Qaeda,Taliban,Civilians Min,Civilians Max,Foreigners Min,Foreigners Max,Total Died Min,Total Died Mix,Injured Min,Injured Max,Women/Children,Special Mention (Site),Comments,References,Longitude,Latitude,Temperature(C),Temperature(F),Total Died Max,year,customDate
saturday- february 14- 2009,7:45,laddha,south waziristan,fata,1,0,2,30,33,0,0,30,35.0,2,6,1,the drone hit the house which was used as the madrassa,the missile struck three compounds one of which was where baitullah mehsud and his fighters sometimes gather,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100571597&issue=np_lhe&date=20090215   http://nation.com.pk/pakistan-news-newspaper-daily-english-online/opinions/15-feb-2009/us-missile-strike-kills-35-in-ladha/   http://www.geo.tv/2-14-2009/35134.htm,69.9,33.0333,3.055,37.499,0,2009,2009-02-14
monday- february 16- 2009,10:00,kurram,khyber,fata,3,0,0,0,22,0,8,0,30.0,3,20,0,the three missiles fired destroyed the house,the taliban were holding meeting at the time of attack,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100572635&issue=np_lhe&date=20090217   http://www.geo.tv/2-16-2009/35249.htm   http://archives.dawn.com/archives/123967,68.50235,25.67848,20.0,68.0,0,2009,2009-02-16
sunday- march 01- 2009,,sararogha,south waziristan,fata,2,0,0,8,8,0,4,8,12.0,0,14,0,the two missiles struck a house.,the area under attack was the taliban sanctuary,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100579292&issue=np_lhe&date=20090302   http://www.geo.tv/3-1-2009/36276.htm   http://archives.dawn.com/archives/123881,69.9,33.0333,14.21,57.578,0,2009,2009-03-01
thursday- march 12- 2009,,barjo ,kurram agency,fata,1,0,0,14,25,0,0,14,25.0,15,50,0,us missile struck taliban training camp,no high profile targets killed,http://www.dailytimes.com.pk/default.asp?page=2009\03\13\story_13-3-2009_pg7_1    http://geo.tv/3-12-2009/37165.htm    http://archives.dawn.com/archives/123967,69.9667,33.8167,14.8,58.64,0,2009,2009-03-12
sunday- march 15- 2009,22:30,bannu,bannu,kpk,1,0,0,1,3,1,2,2,5.0,0,0,0,the american aircraft hit the house of a local millitant,five people were killed in the same area last november,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100585594&issue=np_lhe&date=20090316   http://www.geo.tv/3-16-2009/37457.htm    http://news.bbc.co.uk/2/hi/south_asia/7945404.stm,70.6042,32.9861,18.315,64.967,0,2009,2009-03-15
wednesday- march 25- 2009,17:00,makin,south waziristan,fata,1,7,0,0,7,0,4,7,8.0,0,0,0,the drone fired missiles at two vehicles,no high value targets were believed to have died,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100590786&issue=np_lhe&date=20090326   http://geo.tv/3-25-2009/38186.htm   http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/opinions/columns/27-mar-2009/drone-attacks-will-continue,69.9,33.0333,12.34,54.212,0,2009,2009-03-25
thursday- march 26- 2009,,mir ali (near afghan border),north waziristan,fata,1,0,0,4,5,0,0,4,5.0,0,4,1,the us drone hit the compound of a local pro militant,the strike is second in as many days by the drones,http://timesofindia.indiatimes.com/suspected-us-missile-strike-kills-four-in-pakistan-officials/articleshow/4317107.cms?toi_latestnews    http://archives.dawn.com/archives/124778,70.1455,32.9746,13.0,55.4,0,2009,2009-03-26
wednesday- april 01- 2009,,khadezai,orakzai,fata,1,0,0,12,14,0,0,12,14.0,15,18,0,the missile hit a house in the tribal region,it was the first such strike in orakzai,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100594242&issue=np_lhe&date=20090402    http://archives.dawn.com/archives/142065    http://paktribune.com/news/at-least-12-killed-in-orakzai-region-drone-attack-213156.html,69.8597,32.6674,17.275,63.095,0,2009,2009-04-01
saturday- april 04- 2009,19:45,miran shah,north waziristan,fata,2,0,0,8,13,0,0,8,13.0,0,4,0,two missiles were fired onn an alleged taliban hideout,,http://www.geo.tv/4-4-2009/39021.htm   http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/04-apr-2009/13-killed-as-us-drone-fired-two-missiles-in-datta-khel,70.1455,32.9746,15.57,60.026,0,2009,2009-04-04
wednesday- april 08- 2009,,gangi khel- wana,south waziristan,fata,1,0,3,1,3,0,0,3,4.0,4,5,0,us drone attacked militant hideouts,this attack comes the day after pakistan told visitin us envoys that drone attacks fuelled extremism in the nuclear-armed nation and flagged up red lines in pakistan's cooperation with washington's war against extremists.,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100598611&issue=np_lhe&date=20090409   http://geo.tv/4-8-2009/39356.htm   http://archives.dawn.com/archives/40545,69.9,33.0333,11.065,51.917,0,2009,2009-04-08
sunday- april 19- 2009,,gangi khel- wana,south waziristan,fata,1,0,0,0,3,0,0,0,3.0,0,5,1,us missile targeted a taleban base south waziristan.,it comes a day after a suicide car bomber killed 27 people,http://news.bbc.co.uk/2/hi/south_asia/8006646.stm  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/20-apr-2009/drone-kills-8-in-wana-strike  http://www.cnn.com/2009/world/asiapcf/04/19/pakistan.drone/,69.9,33.0333,20.995,69.791,0,2009,2009-04-19
wednesday- april 29- 2009,20:15,kanigaram-ladha,south waziristan,fata,1,0,0,6,8,0,2,6,10.0,2,4,0,missile struck a car,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100614585&issue=np_lhe&date=20090430  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/regional/islamabad/29-apr-2009/suspected-us-missile-strike-kills-six-in-s-waziristan-officials,69.9,33.0333,23.6,74.48,0,2009,2009-04-29
saturday- may 09- 2009,10:00,sararogha,south waziristan,fata,1,0,0,6,10,0,0,6,10.0,3,16,0,missles struck a hospital and nearby two cave houses,taliban commander-betullah mehsud threatened to avenge missile strikes with attacks across the country and in us,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100621965&issue=np_lhe&date=20090510  http://archives.dawn.com/archives/142068  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/09-may-2009/at-least-8-killed-7-injured-as-us-drone-fired-four-missiles-in-south-waziristan,69.9,33.0333,18.865,65.957,0,2009,2009-05-09
tuesday- may 12- 2009,4:00,sra khawra,south waziristan,fata,1,0,0,8,10,0,0,8,10.0,0,4,1,missiles were fired on house of taliban commander,this area is the stronghold of baityullah mehsud,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100624021&issue=np_lhe&date=20090513  http://pakistantimes.net/pt/detail.php?newsid=628  http://news.bbc.co.uk/2/hi/south_asia/8045106.stm,69.9,33.0333,22.4,72.32,0,2009,2009-05-12
saturday- may 16- 2009,8:00,khaisoor area,north waziristan,fata,1,2,25,0,25,0,4,25,29.0,0,6,0,missiles hit a vehicle and madrassa thought to be the training facility  for militants,hafiz gul bahadar; the taleban commander was running madrassa as training markaz,http://www.nytimes.com/2009/05/17/world/asia/17pstan.html  http://www.geo.tv/5-16-2009/42230.htm  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/16-may-2009/17-killed-several-injured-as-us-drones-fired-two-missiles-in-north-waziristan  http://webcache.googleusercontent.com/search?q=cache:pxlgfsnck_aj:archives.dawn.com/archives/41242+&cd=5&hl=en&ct=clnk&gl=us&client=firefox-a&source=encrypted.google.com,70.1455,32.9746,22.33,72.194,0,2009,2009-05-16
sunday- june 14- 2009,,laddha,south waziristan,fata,1,0,0,3,5,0,0,3,5.0,0,0,0,missile were fired on a vehicle carrying taliban,,http://archives.dawn.com/archives/44668  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/15-jun-2009/us-drone-strikes-after-a-lull-5-dead,69.9,33.0333,18.075,64.535,0,2009,2009-06-14
thursday- june 18- 2009,10:00,shah alam- wana,south waziristan,fata,1,0,0,0,9,0,0,0,9.0,0,8,0,it struked two places of commander mullah nazir including his office,all the dead are said to be local taleban fighters loyal to commander moulvi nazir.,http://news.bbc.co.uk/2/hi/south_asia/8106686.stm  http://thenews.com.pk/todaysprintdetail.aspx?id=22822&cat=13&dt=6/19/2009  http://english.aljazeera.net/news/asia/2009/06/200961875855867303.html,69.9,33.0333,17.425,63.365,0,2009,2009-06-18
tuesday- june 23- 2009,,wana,south waziristan,fata,1,0,0,15,50,0,0,15,50.0,0,0,0,missile struck mesud's area wher people were gathered for funeral,,http://news.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/04-suspected-us-drone-strikes-swaziristan-qs-03    http://geo.tv/6-24-2009/44711.htm  http://archives.dawn.com/archives/151024,69.9,33.0333,21.67,71.006,0,2009,2009-06-23
friday- july 03- 2009,6:30,kokatkhel,south waziristan,fata,1,0,0,13,17,0,0,13,17.0,25,30,0,missiles targeted baitullah mehsud's training camp and a mosque,people killed and wounded were taliba fighters,http://www.geo.tv/7-3-2009/45289.htm  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/04-jul-2009/us-drones-target-mehsud-hideouts,69.9,33.0333,20.64,69.152,0,2009,2009-07-03
tuesday- july 07- 2009,10:00,laddha,south waziristan,fata,1,0,0,12,12,0,4,12,16.0,0,4,0,missiles truck suspected training facility,area is controlled by baitullah mehsud,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100664890&issue=np_lhe&date=20090708  http://archives.dawn.com/archives/33357  http://english.aljazeera.net/news/asia/2009/07/20097784914231489.html,69.9,33.0333,25.65,78.17,0,2009,2009-07-07
wednesday- july 08- 2009,,laddha,south waziristan,fata,1,0,0,25,60,0,0,25,60.0,5,10,0,missiles attacked a convoy of vehicles moving toeards a baitullah mehsud camp and a taliban forest camp,mulana fazlullah- taliban commander was reported to be injured,http://www.geo.tv/7-8-2009/45602.htm  http://news.bbc.co.uk/2/hi/8139739.stm,69.9,33.0333,26.815,80.267,0,2009,2009-07-08
friday- july 10- 2009,,paindakhel,south waziristan,fata,1,0,0,3,8,0,0,3,8.0,0,0,0,missiles hit communication center of taliban leader,,http://www.dailytimes.com.pk/default.asp?page=2009\07\11\story_11-7-2009_pg7_7   http://archives.dawn.com/archives/151636   http://www.nytimes.com/2009/07/11/world/asia/11briefs-pstan.html?_r=2&ref=world,69.9,33.0333,23.24,73.832,0,2009,2009-07-10
friday- july 17- 2009,16:00,miran shah,south waziristan,fata,1,0,5,0,4,0,0,4,5.0,0,4,0,missiles were fired at a house,region is known as heaven of taliban and al-qaida millitants,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100671987&issue=np_lhe&date=20090718  http://archives.dawn.com/archives/74370    http://news.bbc.co.uk/2/hi/south_asia/8156039.stm,69.9,33.0333,26.62,79.916,0,2009,2009-07-17
wednesday- august 05- 2009,,laddha,south waziristan,fata,1,0,1,1,2,0,0,1,3.0,3,5,1,missiles were fired on house of baitullal mehsud's father in law,baitullah mehsud's wife got died in the attack,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100686528&issue=np_lhe&date=20090806   http://www.geo.tv/8-5-2009/47113.htm   http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/06-aug-2009/drone-kills-mehsuds-wife-brother,69.9,33.0333,26.395,79.511,0,2009,2009-08-05
tuesday- august 11- 2009,,laddha,south waziristan,fata,1,0,10,4,10,0,0,10,14.0,5,10,1,missiles targeted taliban commander's house,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100691266&issue=np_lhe&date=20090812   http://www.geo.tv/8-11-2009/47439.htm    http://archives.dawn.com/archives/44684   http://tribune.com.pk/story/187780/suicide-bombers-two-reluctant-fundamentalists-arrested-with-handler/,69.9,33.0333,25.44,77.792,0,2009,2009-08-11
friday- august 21- 2009,,miran shah,south waziristan,fata,1,0,0,9,13,0,0,9,13.0,0,3,1,a compund was targeted,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100698036&issue=np_lhe&date=20090822   http://geo.tv/8-21-2009/47978.htm   http://archives.dawn.com/archives/43545,69.9,33.0333,23.805,74.849,0,2009,2009-08-21
thursday- august 27- 2009,15:50,laddha,south waziristan,fata,1,0,0,0,10,0,0,0,10.0,5,7,0,missiles were fired on a house,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100702552&issue=np_lhe&date=20090828   http://www.geo.tv/8-27-2009/48316.htm    http://www.thenews.com.pk/todaysprintdetail.aspx?id=45064&cat=6&dt=5/4/2011,69.9,33.0333,24.155,75.479,0,2009,2009-08-27
tuesday- september 08- 2009,23:45,mir ali ,south waziristan,fata,1,0,0,3,5,0,5,5,8.0,0,6,0,unmanned aircrafted are reported to have hit a car and a madrassa in the attack,two senior al-qaida leader are among those thought to have been killed,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100710467&issue=np_lhe&date=20090908   http://archives.dawn.com/archives/40743   http://www.thenews.com.pk/todaysprintdetail.aspx?id=24388&cat=13&dt=9/8/2009,69.9,33.0333,21.295,70.331,0,2009,2009-09-08
wednesday- september 09- 2009,,miran shah,south waziristan,fata,1,0,10,0,0,0,0,0,10.0,0,0,0,strike targeted a taliban compound,"it wass not immidiately clear that any ""high value targets"" were present in the area at that time",http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100711431&issue=np_lhe&date=20090909   http://geo.tv/9-8-2009/48908.htm   http://archives.dawn.com/archives/41260,69.9,33.0333,20.8,69.44,0,2009,2009-09-09
monday- september 14- 2009,6:05,mir ali,south waziristan,fata,1,0,0,4,6,0,2,4,8.0,1,5,0,missile fired slammed in to a car and a house,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100715481&issue=np_lhe&date=20090915  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/14-sep-2009/eight--killed-as-us-drone-fired-missiles-in-north-waziristan   http://archives.dawn.com/archives/41239,69.9,33.0333,22.705,72.869,0,2009,2009-09-14
thursday- september 24- 2009,23:00,miran shah,south waziristan,fata,1,0,10,2,10,0,0,10,12.0,2,3,0,it targeted the compound of haqqani's men,all dead belong to haqqani's network,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100721580&issue=np_lhe&date=20090925   http://archives.dawn.com/archives/41112   http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/25-sep-2009/drone-levels-afghans-nw-home-9-dead,69.9,33.0333,24.19,75.542,0,2009,2009-09-24
tuesday- september 29- 2009,,sararogha,south waziristan,fata,1,0,0,5,12,0,0,5,12.0,6,8,0,attack targeted house of local taliban commander- irfan mehsud,it is not known if irfan was among dead,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100725232&issue=np_lhe&date=20090930   http://geo.tv/9-30-2009/50011.htm   http://www.dailytimes.com.pk/default.asp?page=2009%5c09%5c30%5cstory_30-9-2009_pg1_1    http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/30-sep-2009/twin-drone-strikes-kill-13-in-waziristan,69.9,33.0333,22.16,71.888,0,2009,2009-09-29
tuesday- september 29- 2009,19:30,miran shah,south waziristan,fata,1,0,9,3,4,0,0,4,12.0,0,2,0,house was targeted that belonged to an afghan national,afghan millitants killed in the attcak were said to be from jalaluddin haqani's network,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100725232&issue=np_lhe&date=20090930    http://news.bbc.co.uk/2/hi/south_asia/8280971.stm,69.9,33.0333,22.16,71.888,0,2009,2009-09-29
wednesday- september 30- 2009,,miran shah,north waziristan,fata,1,0,0,0,6,0,0,0,6.0,0,0,0,missils hit a vehicle and a compound,,http://english.aljazeera.net/news/asia/2009/09/2009930113649164906.html   http://geo.tv/9-30-2009/50011.htm   http://archives.dawn.com/archives/33359   http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/islamabad/30-sep-2009/us-missile-strike-kills-six-in-nwaziristan,70.1455,32.9746,22.43,72.374,0,2009,2009-09-30
thursday- october 15- 2009,3:40,miran shah,north waziristan,fata,1,0,4,4,6,0,0,4,10.0,0,9,1,attack targeted a suspected militant compound,high profile insurgent commander-jalaluddin haqqani is thought to be active in this area,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100740397&issue=np_lhe&date=20091016    http://archives.dawn.com/archives/144865   http://news.bbc.co.uk/2/hi/south_asia/8308157.stm,70.1455,32.9746,14.825,58.685,0,2009,2009-10-15
wednesday- october 21- 2009,,spalga,north waziristan,fata,1,0,0,3,5,0,0,3,5.0,0,0,0,missile struck a house,top al-qaida explosive expert has been killed in the attack,http://www.theaustralian.com.au/news/world/us-drone-takes-out-al-qaida-kingpin/story-e6frg6so-1225790245210   http://www.foxnews.com/world/2009/10/22/missile-strike-broaden-scope-war-pakistanis/,70.1455,32.9746,11.66,52.988,0,2009,2009-10-21
saturday- october 24- 2009,11:30,damadola,bajaur agency,fata,1,0,0,16,22,0,11,22,27.0,0,8,0,missile hit a compound of taliban commander molvi faqir,drone pounded a taliban and al-qaeda planning session,http://www.dailytimes.com.pk/default.asp?page=2009\10\25\story_25-10-2009_pg1_3    http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/25-oct-2009/us-drone-strike-kills-27-in-bajaur   http://archives.dawn.com/archives/41240,71.5,34.6833,19.145,66.461,0,2009,2009-10-24
thursday- november 05- 2009,1:30,mir ali,north waziristan,fata,1,0,0,4,6,0,0,4,6.0,0,8,0,missiles hit a house,,http://www.dailytimes.com.pk/default.asp?page=2009\11\06\story_6-11-2009_pg1_4    http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/05-nov-2009/at-least-4-killed-as-us-drone-fired-two-missiles-in-north-waziristan    http://geo.tv/11-5-2009/52403.htm,70.1455,32.9746,14.735,58.523,0,2009,2009-11-05
wednesday- november 18- 2009,23:00,mir ali,north waziristan,fata,1,0,0,4,5,0,0,4,5.0,0,4,0,a militant compound was targeted,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100774286&issue=np_lhe&date=20091119   http://geo.tv/11-19-2009/53188.htm   http://www.reuters.com/article/2009/11/18/idussp476018,70.1455,32.9746,5.025,41.045,0,2009,2009-11-18
friday- november 20- 2009,,mir ali,north waziristan,fata,1,0,8,2,8,0,0,8,10.0,0,2,0,drone strike on compound,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100775944&issue=np_lhe&date=20091121   http://edition.cnn.com/2009/world/asiapcf/11/20/pakistan.suspected.drones/index.html   http://www.nytimes.com/2009/12/04/world/asia/04drones.html   http://news.bbc.co.uk/1/hi/world/south_asia/8369795.stm,70.1455,32.9746,8.23,46.814,0,2009,2009-11-20
tuesday- december 08- 2009,6:20,spalga,north waziristan,fata,2,0,3,0,0,0,0,0,3.0,0,3,0,two missiles were fired on a vehicle,identities of killed taliban are not confirmed,http://news.bbc.co.uk/2/hi/south_asia/8400800.stm   http://geo.tv/12-8-2009/54303.htm    http://archives.dawn.com/archives/34184,70.1455,32.9746,3.95,39.11,0,2009,2009-12-08
thursday- december 10- 2009,,laddha,south waziristan,fata,1,4,2,1,6,0,3,6,10.0,0,8,0,missiles hit a house- 2 cars were also destroyed,it is not known if senior al-qaeda or taliban commanders were among killed,http://www.longwarjournal.org/archives/2009/12/us_strike_kills_four.php   http://www.geo.tv/12-10-2009/54461.htm     http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/opinions/10-dec-2009/no-drone-strike-took-place-today-ispr,69.9,33.0333,3.005,37.409,0,2009,2009-12-10
thursday- december 17- 2009,,datta khel,north waziristan,fata,1,0,0,2,2,0,0,2,2.0,0,0,0,missiles hit a car ,,http://geo.tv/12-17-2009/54938.htm    http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/17-dec-2009/two-killed-as-us-drone-fired-two-missiles-in-dattakhel-officials?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+pakistan-news-newspaper-daily-english-onl,70.1455,32.9746,3.53,38.354,0,2009,2009-12-17
friday- december 18- 2009,3:50,datta khel,north waziristan,fata,1,0,2,2,6,0,0,2,8.0,0,8,1,missiles struck funeral procession and house,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100800031&issue=np_lhe&date=20091218    http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/regional/islamabad/17-dec-2009/10-killed-as-us-drone-strikes-7-missiles-in-nwaziristan   http://militarytimes.com/news/2009/12/ap_pakistan_strike_121709/,70.1455,32.9746,2.82,37.076,0,2009,2009-12-18
friday- december 18- 2009,15:30,datta khel,north waziristan,fata,1,0,8,0,5,0,0,5,8.0,5,8,0,,,http://archives.dawn.com/archives/135235  http://www.dailytimes.com.pk/default.asp?page=2009\12\19\story_19-12-2009_pg7_11,70.1455,32.9746,2.82,37.076,0,2009,2009-12-18
saturday- december 26- 2009,19:00,miran shah,north waziristan,fata,1,0,0,3,10,0,3,3,13.0,2,3,0,missiles hit a compound used by millitants crossing into afghanistan,compound was used by local millitamts attached to haqqani's network,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100808928&issue=np_lhe&date=20091227    http://archives.dawn.com/archives/44609    http://english.aljazeera.net/news/asia/2009/12/20091226153246297157.html,70.1455,32.9746,3.46,38.228,0,2009,2009-12-26
thursday- december 31- 2009,,miran shah,north waziristan,fata,2,0,0,3,4,0,0,3,4.0,0,2,0,two missiles hit a compound of local tribsmen,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100812488&issue=np_lhe&date=20100101   http://archives.dawn.com/archives/134035    http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/30-nov-2010/pak-journalist-serves-legal-notices-on-3-us-officials   http://www.geo.tv/1-1-2010/55971.htm,70.1455,32.9746,5.87,42.566,0,2009,2009-12-31
friday- january 01- 2010,8:50,nawana,north waziristan,fata,2,0,0,0,2,0,0,0,2.0,0,3,0,two missiles struck a car,,http://geo.tv/1-1-2010/55971.htm   http://www.dailytimes.com.pk/default.asp?page=2010%5c01%5c02%5cstory_2-1-2010_pg1_3   http://archives.dawn.com/archives/34103,70.1455,32.9746,4.855,40.739,0,2010,2010-01-01
sunday- january 03- 2010,20:30,mosaki village-near mir ali,north waziristan,fata,2,0,0,0,2,0,3,0,5.0,3,4,0,two missiles striked a residential compound ,arabs were among the dead,http://geo.tv/1-3-2010/56143.htm  http://archives.dawn.com/archives/151440,70.1455,32.9746,4.855,40.739,0,2010,2010-01-03
wednesday- january 06- 2010,16:00,sanzalai-datta khel,north waziristan,fata,1,0,0,13,25,0,0,13,25.0,0,6,1,missiles hit the house of militants,foreign militants and al-qaeda people were among the dead,http://geo.tv/1-6-2010/56366.htm   http://archives.dawn.com/archives/34523   http://english.aljazeera.net/news/asia/2010/01/20101613294018697.html,70.1455,32.9746,6.26,43.268,0,2010,2010-01-06
friday- january 08- 2010,10:00,tappi village,north waziristan,fata,1,0,4,4,6,0,0,4,10.0,2,9,0,drone ired hit a car and another hit a house,house was owned by a local militant,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100820307&issue=np_lhe&date=20100109    http://geo.tv/1-8-2010/56520.htm    http://archives.dawn.com/archives/33261,70.1455,32.9746,4.175,39.515,0,2010,2010-01-08
saturday- january 09- 2010,11:00,ismail khan,north waziristan,fata,1,0,0,3,4,0,0,3,4.0,0,6,0,missiles struck a compound used astraining center by militants,identiy of the militants was not known,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100821319&issue=np_lhe&date=20100110   http://geo.tv/1-9-2010/56605.htm    http://edition.cnn.com/2010/world/asiapcf/01/09/pakistan.drone.strike/   http://archives.dawn.com/archives/135230,70.1455,32.9746,3.58,38.444,0,2010,2010-01-09
thursday- january 14- 2010,6:30,shakoi,south waziristan,fata,1,0,10,5,10,0,0,10,15.0,0,7,0,missiles landed near madrassa- training camp for militants,us targeted ttp chief hakeemullah mehsud-some say he was dead some say not dead,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100826369&issue=np_lhe&date=20100115    http://geo.tv/1-14-2010/56974.htm   http://www.nytimes.com/2010/01/15/world/asia/15pstan.html?ref=world,69.9,33.0333,3.43,38.174,0,2010,2010-01-14
friday- january 15- 2010,,mir ali,south waziristan,fata,1,0,11,6,6,0,3,6,20.0,0,8,0,targeted a taliban compound,rumors around the death of mehsud,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100826369&issue=np_lhe&date=20100115   http://geo.tv/1-15-2010/57068.htm   http://archives.dawn.com/archives/40477    http://news.bbc.co.uk/2/hi/south_asia/8462195.stm,69.9,33.0333,5.63,42.134,0,2010,2010-01-15
sunday- january 17- 2010,,shaktoi ,south waziristan,fata,1,0,0,15,0,0,0,15,20.0,0,0,0,,,http://news.bbc.co.uk/2/hi/south_asia/8464009.stm   http://edition.cnn.com/2010/world/asiapcf/01/17/pakistan.drone.attack/,69.9,33.0333,5.57,42.026,0,2010,2010-01-17
tuesday- january 19- 2010,18:30,booya village,north waziristan,fata,1,0,6,0,5,0,0,5,6.0,0,4,0,missiles truck a house of  local militant and a vehicle,this area is considered as strong hold of taiban and al-qaeda militants,http://www.dailytimes.com.pk/default.asp?page=2010\01\20\story_20-1-2010_pg7_3    http://archives.dawn.com/archives/144897    http://edition.cnn.com/2010/world/asiapcf/01/19/pakistan.drone/,70.1455,32.9746,6.12,43.016,0,2010,2010-01-19
friday- january 29- 2010,,mohammad khel,north waziristan,fata,3,0,0,5,9,0,6,5,15.0,0,4,0,targeted a car parked in  a house ,it was an unsuccessful attempt to kill taliban chief hakimullah mehsud,http://www.foxnews.com/world/2010/01/30/missiles-kill-taliban-pakistan/?test=latestnews    http://geo.tv/1-30-2010/58118.htm    http://www.nytimes.com/2010/01/31/world/asia/31pstan.html?ref=world,70.1455,32.9746,1.82,35.276,0,2010,2010-01-29
tuesday- february 02- 2010,17:30,datta khel- degan- kamar,north waziristan,fata,1,0,16,1,16,0,0,16,17.0,0,8,0,targeted a taliban training centers and hideouts,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100844805&issue=np_lhe&date=20100203    http://geo.tv/2-2-2010/58408.htm    http://archives.dawn.com/archives/32982    http://www.dailytimes.com.pk/default.asp?page=2010%5c02%5c03%5cstory_3-2-2010_pg7_7,70.1455,32.9746,1.06,33.908,0,2010,2010-02-02
sunday- february 14- 2010,3:30,mir ali,north waziristan,fata,1,0,0,4,7,0,0,4,7.0,3,4,0,targeted a house used for training insurgents,foreigners died were posibly uzbeks,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100857100&issue=np_lhe&date=20100215    http://geo.tv/2-14-2010/59236.htm    http://archives.dawn.com/archives/135240,70.1455,32.9746,3.185,37.733,0,2010,2010-02-14
monday- february 15- 2010,14:00,tappi village- 15 km east of miranshah,north waziristan,fata,1,0,0,0,0,0,0,0,4.0,0,0,0,,,http://archives.dawn.com/archives/40555,70.1455,32.9746,-1.24,29.768,0,2010,2010-02-15
wednesday- february 17- 2010,,tappi village,north waziristan,fata,1,0,3,1,3,0,0,3,4.0,0,2,0,missiels tuck a house of local resident,house was being used as guesthouse for visiing taliban operating across he border,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100859697&issue=np_lhe&date=20100218    http://geo.tv/2-17-2010/59452.htm    http://archives.dawn.com/archives/83306,70.1455,32.9746,0.68,33.224,0,2010,2010-02-17
thursday- february 18- 2010,,dande darpakhel,north waziristan,fata,1,0,4,0,0,0,0,1,4.0,0,0,0,missiles struck a car,haqqani's younger brother was killed in the attack,http://www.nytimes.com/2010/02/20/world/asia/20pstan.html?hp    http://archives.dawn.com/archives/33355   http://edition.cnn.com/2010/world/asiapcf/02/19/pakistan.drone.attack/    http://geo.tv/2-18-2010/59522.htm,70.1455,32.9746,5.18,41.324,0,2010,2010-02-18
